preprocessed_text,label
ስነ ስርአት የለም,0
መግለጫ ስለትግራይ ሙሉ ነጋ ለቀቁ ተባረሩ የኤርትራ ጦር ማጎሪያ ማእከል ኦነግ ሸኔ ምላሽ ሰ,0
የትህነግ ወንበዴዎች ህዝቡን እርስበርስ ለማፋጀት ያልፈጠሩት ትርክት የለም ህፃናትን እያፈሱ በለብለብ ስልጠና ጦርነት አስገብተው የጦር ወንጀል ፈፅመዋል እንፋረዳለን የሽሬ,1
በዚህ ሰአት ከጭፍጨፋ የተረፉ ወገኖች ከሚገባው ሀዘን ድንጋጤ ከምንም ምግብ መጠለያ ይሻሉ ያለውን አውጣጥቶ ወገን ሊደርስላቸው ሲሻ,0
በጉራፈርዳ ወረዳ ቀበሌዎች በተፈፀመ ጥቃት በርካታ ሰዎች መገደላቸው ተገለፀ የሚጠጉ የጉራፈርዳ ነዋሪዎች አካባቢውን ጥለው ሸሽተዋል ጥቃቱ የአማራ ተወላጆች,0
አትንዘላዘል ጎንደርን ጎንደር በል ወሎን ወሎ በል ትግራይ ላንድ አመት ጊዜውይ አስተዳደር አቁም ስወችን ከመሀል ሀገር ምድብ ኤርትራኖችን ከት,1
ዛሬ ግምባር ከገቡት የጠላት መኪኖች ተቆርጠው ተማርከዋል የማያንሱ መኪኖች አማራ ክልል ሸሽተው ሶቆጣ ገብተዋል በዚ ጦርነት የሻብያ,0
አንቺን መውደዴ ስህተት መቼም ትክክል አልፈልግም,0
እሳት ቃላት አልፈልግም ይደክመኛል,0
አብይ ትግራይን ይውረር እግዜር የትግራይን ህዝብ ይጠብቅ ፀሎት ከመረቁ አውጡልኝ ከስጋው ፆመኛ እንደማለት የአስመሳይነት ጥግ,1
ለህወሀት ርዝራዥ ለጎጠኛ ኦነግም ይጠቅማል,1
ለህልውናው ትግል እራሷን መስዋት ለምታደርገው እህቴ እራሱን መስዋት ለሚያደርገው ወንድሜ ሽማግሌ ጁንታ ለማዳን ሳይሆን ላለመደፈር ላለመገደል ላለመታሰር ላለመዘረፍ,1
ሀገር ኪሳራ,1
አረመኔ ጨካኝ አውሬ ልጆችህን ያሳጣህ በህፃናት ደም ነግደህ የምትኖር የቀይ ሰይጣን የኢትዮጵያ አምላክ እግዚአብሄር ይፋረድህ ዘር አይውጣልህ,1
መንፈስ ስለሆነበት ይሆን ግራ ገብቶት እንደሆነ ብየ,1
የአልነጃሽን መስጊድ በትህነግ እንደወደመ የመስጊዱ ሀላፊዎቹ ገልፀዋል አልነጃሽ መስጊድ አካባቢ የሚገኝ በፎቶው የሚታየው አማኗል ቤተ ክርስትያንም በተመሳሳይ ተመትቷል ጋዜጠኛው,0
አቦይ ስብሀት አመታቸው በቁጥጥር ስር ዋሉ,0
የኢትዮጵያ ከንቲባዎች ፎረም ተመሰረተ,0
እመነኝ ቀለም አስመጪዉ ኳንትራቱን የያዘዉ የታኬ ግርፍ ሲሰግጡ እኮ ለነገ አይሉም,1
መጀመረያ ባገሪቱ ሰላም የሚመጣበቴን መፈትሄ ማምጣት አያሻልም የሚፈሰዉን ያማራ ደም እንባ አስቆሙት እደሰዉ እሰቡ እደ መንጋ አትሂዱ,1
አንተስ ብትሰለፍ ለውጥ ታመጣለህ እየመረረህም ቢሆን ሀቁን ዋጥወያኔ ላይመለስ አሸልቧል የትግራይ ህዝብ የሚፈልገውንና የሚያዋጣውን ያውቃልበሰላም ከወንድሞቹ,1
ትተንለት ከደጅሰብሉንም ለመንጋ ላይበላ ታረደእርሙ የሰው ስጋ ለታረሰው መሬትየእህል ዘር ሳይጠፋ ስጋ ደማችንየሰው ዘር ተደፋ,0
ፑቲን በመጨረሻ ለባይደን የእንኳን ደስ አሎት መልእክት አስተላልፉ የሩሲያው ፕሬዝዳንት ቭላድሚር ፑቲን ጆ ባይደንን ዛሬ በአሜሪካ ፕሬዚዳንታዊ ምርጫ አሸናፊ በመሆናቸው ለጆን ባ,0
ይሄ ግም የሆነ ፌዴራሊዝም ያተረፈልን ሞት ስደትና መፈናቀልን ያሳዝናል እግዚአብሄር ይርዳን,1
ሰአቱ አደለም ጠላት ናችሁ እነሱም ነገር ደርሶባቸው አይመለሱም,1
ጃል መሮ ተገድሏል የሚል ሰበር ዜና ተነገረን ኮንሶ ዜጎች መገደላቸው የተሰማ እለት ደብረ ፅዮን ተደመሰሰ የሚል የሀሰት ዜና ለቀቁብን ሆሮ ጉድሩ ንፁሀን,1
የምድር ድሮኖቹ የአፋር ህዝባዊ ሰራዊቶች ዛሬም ትናንቱ አዉራንና ጎሊናን ከጁንታው ነፃ አውጥተዋል ኡዋ አዉራ ጎሊና ያሎ ወረዳ ቀረችን የምስራ,1
ሸገር ሼልፍ ባህታዊው ፌሚኒስት የከተማው መናኝ ኤልያስ መልካ በይነገር ጌታቸው ትረካ በህይወት ፍሬስብሀት ሸገርሼልፍ,0
በቀን በማታ ማታ ጠርሙስ ውሀ ጃምቦ ዉሀ መለኪያ ውሀ,0
በፍፁም ነገር ልጠይቅህ አብይ አህድ ቡዙነገር ሲተነትን አፍ ያስከፍታል የዚህ ህዝብ እልቂት እንደሰው እማያስቆጣው ማስቆም ባይ,1
ከአጣየ ከሽዋሮቢት ከሞት ከተረፉት ከሟች ቤተሰቦች በቀጥታ የከታተሉ,0
ክስ መመስረት አለበት በአሜሪካም በኢትዮጵያም ህግ ዘር የማጥፋት ቅስቀሳ የሚያደርግ በህግ ይጠየቃል ሰውዬው ሙሉ መረጃ ያላችሁ አካፍሉን,0
የአዲስ አበባ ህዝብ ለዘንድሮው ምርጫ በንቃት በመሳተፍ ጥሩ አማራጭ ያላቸውን ፓርቲዎች መምረጥ አለበት በአዲስ አበባ ያሉ የብልፅግና ካድሬዎች ዶክተር አብይን ምረጡ እያሉ እየቀሰቀሱ,0
ጦርነት አቁመው የማያውቁ ያቆሙ ለማስመሰል ይጥራሉ አከርካሪያቸው ተሰብሮ አንድም ትግራይ ባላስቀሩ ያወደሙት ያፈረሱ ሆነው እ,1
ወዲአፍወርቄ በነበረው አጭርጊዜ ሲያደርግ የነበረውን ምጣኔ ሀብት ወረራየህወሀትጀሌዎችም አባታቸው ወዲአፍወርቂ ለአንድብሄር ለአንድክልል,1
እረ ባክህ ተው የናንተ የነፍ ምልሻና ልዩ ሀይልስ ለምን አልጠቀስከውምን የናንተ ውሸታሞች አስሞሳዮች ድጋፍ ምንም አንፍልግም ትግ,1
አቦይ ስብሀት ታስሯል ህገመንግስቱ አልታሰረም ስራ የኢትዮፅያን ሞት ይቀጥላል መንጋው ጠብህ ከሰውየው ከስርአቱ,1
በደቦ በሚታሰብበት ሀገር አይከብድም ብለህ,0
ብርቱካን ሚዴቅሳ ወደሽ ሳይሆን በህግ ተገደሽ,1
ትኩረት ለጋምቤላ ጁንታ እያልን የምነጠራው ህውሀት ከትግራይ ቀጥሎ የፈለገውን የሚከውንበት ከተማ ጋምቤላ እንደሆነ ታውቃላችሁ,1
ጦርነቱን አማራ ክልል ወስደነዋል አባይ ወልዱ የጋበዙንን ጦርነት ለባለቤቶቹ ወያኔዎች የጅብ ጎሬ መልሰናል አባይ ወልዱንም እንዲህ አምሮበትና በሚወደው የጣልያን ካ,1
በተለያየ መንገድ የሚሰነዘርብን ሴራና የሚደራረብብን ሀዘን መነሻው ሲመስለኝ ለውጡ ከተጀመረ የሚታዩት አስገራሚ እቅዶችና የሀገራዊ ፕሮጀክቶች አጨራረስ ከምንም ያንንን ሁ,0
አብይ አህመድ ከምርጫው በህዋላ ጠብቁኝ ምእራብ ትግራይን ለህዋት ገቢ አደርጋለሁ ያለውን _ዶክተር ደረጀ ገረፉ ወልቃይት በህገ መንግስቱ መስረት ይመለሳል ብሎ አስቀድሞ ነግሮናል ሳጥናኤል,0
አንተም ለመናገር ሞራሉ ኖረህ ኦሮሚያ ተብየው የታረደውን የረሳነው መስሎህ አስመሳይ ሁላ,1
ይሄ መአት የወረደው የትግራይ ወያኔ የዘረፋ ስልጣኑን ስለተነጠቀ ትግሬዎች አትበጥብጡን እባካችሁ ተገንጠሉና,1
ሰማ ደደብ ሰው መተከልን እንዳስጨረስክ አትቀርም ዋጋህን እሰጣሀለሁ,1
በስሜት አትነጂ ስሜትሽን እዛው አልጋሽ አብርደሽው ውረጅ,1
ውሽታም ይህንን በትግራይ ህዝብ የሰራቹት ጦርነት ህዝባዊ ለማረግ ነህ በፊኖ እያስገደልክ ያለሀው ህዝብ አይነካም,1
ሰሜናዊነት አብቅቶለታል ከአሰልቺው የትግሬ መሰሪ ፖለቲካ እኝኝ ካለው ደደብ የኦሮሞ ፖለቲካ አምሀራው በፍጥነት ተገላግሎ አዲስ ኢትዮጵያ ይመሰርታል,1
ከአዲስ አበባ ከሌሎች ከተሞች የትግራይ ተወላጆች በመሆናቸው ታፍሰው በተለያዩ ማጎሪያ ካምፖች ታስረው የነበሩ ሰዎች ምርኮኞች ተብለው ቀረፃ እንግልት እየደረሰባቸው መሆኑ,1
ድማሙ የሚለውን ስም ድሜ ብሎ ማቆላመጥ ደስ ሲል,0
ጅል ተጃጃል ምስኪኑን ህዝብ ህፃናት እያስጨረስክ ለነገሩ ጤነኛ አትመስለኝም የዚህሁሉ ንፁሀን ደም እየጮኸብህ,1
ህወሀት ብልፅግናም ጁንታ የሚባልበትን ጊዜ እያፋጠኑት,1
የተለያየ አስተያየት ከተለያዩ አካላት ቀርቧል የህገመንግስት አጣሪ ጉባኤው በተሰጠው ስልጣን የቀረለትን አስተያየት ግብአት አድርጎ የመፍትሄ ሀሳብ አቅርቧል የፌዴ,0
በተራሮች ቀን ተራሮችን ያንቀጠቀጠው ትውልድ መጥሀፍ ትዝ አለኝ,0
አሉላ አይነቱ ህሊና ቢስ ለምስኪኑ ትግረዋይ ግድ የሌለው ትዳር አፍርሱ ኢትዮጵያዊ አይደለንም የሚል ኢሚንት ኢትዮጵያዊው ትግረዋይ ለመናገር,1
የዘመዶችህን ስራ ተመልከት ወንዱ ጠላት እየተጋፈጠ ድን በር ያስጠብቃል ቦቅባቆች ህፀናትን አዛዉንትን እተኙበት የምተሰርዱ እፉኝ ልጆች,1
አማራ ጨፍጫፊ ገዳይ ተጨፍጫፊ የሚጮሆው ወንጀሉ ለመሸፈን,1
አንተም ከእነርሱም የማትሻል ጅል ዘሬኛ ነህ ዝም ብትል ይሻላል ስግብግብነቱን ትብሳላችሁ,1
አጋሰስ አንተን አንተን ለወያኔ አንገትህን ይዞ ማስረከብ,1
መንግስት ድግስ ይቀንስ እያማረብን የስላሴ ዝክር እኮ ከንቲባ አዳነች ቀጥይ ቀጥይ,1
ኢትዮጵያውያ ብቻዋን እየተዋጋች ያለችው አታደናግር,1
በአክሱም ትላለህ የለህም የጁንታው እርዝራዥ በማይካዳራሰ ማነበረ የዘር ማጥፋት ያደረገው እሱሱ አይዘገብም ያነተ ዘር ሲሆን ታለዝናለለህ በቀቀን,1
እያንዳንዱ ርዝራዥ ነፍጠኛ ግልገል አውሬ ለመሆኑ ማስረጃ በሰላማዊው ህዝብ ቦንብ እንዲዘንብ ካላቸው ፍላጎት ወጥርበለውፍለጠውቁረጠው ማለታቸው,1
አሜሪካ ያደራጀችው የሽብር ቡድን አባል እንዲሆን ዋሽንግተን ዲሲ የተጋበዘው የኦጋዴን ነፃ አውጪ በሱማሌ ክልል ግጭት ለመፍጠር ኬንያ መሪነት ከወያኔ ሸኔ መዶለቱ,1
አህያ ጟደኞቹ የሚያቅ አህያ አህዮች በትግራይ ዋሻና ጫካ እየተደመሰሱ ስለሆነ ጎራ ብለህፈልግ ዘመዶችህን,1
ኢትዮጵያዊያን የተጠራሩበት ጠላት የትም አይደርስም ኢትዮጵያ,0
የዱሮ የኢትዮጵያ ካርታ ይዞ የሚዞር ነፍጠኛ ትምክተኛ ነን የሚል ሌሎችን የሚተነኩስ አማራን ህዝብ መቃብር እየቆፈረ ብአሁኑ ጊዜ ከሀገር ቤት አውሮፓ,1
ደደብ ሰውዬ ትግራይን ለቀቅ ተጋሩ አንፈልግህም,1
ወሳኔውን ያልተቀበለው ወገን ይበልጥ ተጠቃሚ ሆኖ ሀገር እንዳትጎዳ ውሳኔው ተነስቶ በነፍስ በላው ቡድን የማያዳግም የማጥቃት እርምጃ መወሰድ እንዳለበት አስገዳጅ ደርሰናል,1
እንኳን አፍሪካ አዲስ አበባ እንካን ማስተዳደር አትችልም በጀግናው ገቢ ሆኗል,1
ክቡር ቡልቻደመቅሳ የኢትዮጵያዊነት ሴርቲፊኬት በአሰማኽኝ አስረስ ዛሬ ተበርክቶላቸዋል የሚገርምነው አመት አዛውንትን ጥሩ ኢትዮጵያብሎ መድፈሩ የትምክህተኛነት አባዜው,1
ለዚህ ትውልድ በእውቀት ማደግ ከቆሙ ኢትዮጵያውያን አንዱ በመሆንህ ምስጋና ይገባሀል አይዞህ,0
ስለትግራዎት እያወራሁ ያለሁት ኧረ እንደውም ልብህ ያውቀዋል ስለማን እንደማወራ ሰፈር በትግራዎት ስም የአዞ እንባ ስለሚያነባ ዲጂታል,1
ውደ አማርኛ ሲተሮጎም ወደቀልባችሁ ተመለሱ ለማለት,0
ስል ችግር የወለደውና ጊዜያዊ መፍትሄ ማለቴ ፋኖ ጀግንነት ነባራዊ ጊዜውን የዋጀ አደረጃጀት,0
እውነት ዱሮም ባቱ ስንማር ንፍጣም ቅል ራስ በበታችነት የሚሰቃይ በሽተኛ,1
አብን በህዝባችን በደረሰው ዘግናኝ ጭፍጨፋ በፅኑ እናወግዛለን መንግስት አስፈላጊውን እርምጃ እንዲወስድ እናሳስባለን የሚል መግለጫ ከአብን እንፈልግም,0
አሽከርካሪዎች_የህዝብ_ትግል_አክብሩ ቄሮ_ኦሮሚያ በትራንስፖርት እንቅስቃሴ የጣላውን ገደብ በንቀት ጥሰው የሚጓዙ አሽከርካሪዎች ንብረታቸው በእሳት እየጋየ,1
አሉላ እንዷበደች ውሻ ተክለፍለፍ አይደለህ ጦርነቱን ያስጀመርከው,1
ያስተዛዝባል ወሎ ምድር ህዝብ ሲኦል ሁኖ ዛሬ በየከተማው ጭፈራው ዳንኪራው ለምን ከሰውነት ባህር ወጣን መንግስት ከተማ ጁንታ እሲደመሰስ ሳምንት ሙሉ እንቅስቃሴ,1
አምና ለየመን ሰዎች የላክነው የሰላም ጥሪ ሰይጣንን እንኳን የሚያማልል እኮ,0
አዲሱ የኮቪድ ዝርያ የምናውቃቸው ነጥቦች አማርኛ,0
ወንዶች ታደርጋላችሁ,0
እያስደመመኝ ይሄን ሼባዎቹም ጥሩ ሆነውለታል,0
ህግ አስሮት ቢሆን ህግ ይፈታዋልወይም ይፈርድበት አሁንም ፖለቲካ አሳሪና ፈቺ መሆኑ ያሳዝናል,1
በሴቶች መሀል የሚገባ ሴታሴት ወንድ አይመቸኝም እንደወንድ ሁነህ ወንድ ምሰል ኤርሚያስ ለገሰ በሴቶች,1
መንግስት ሆን ብሎ አቅዶበት አማራውን ያስወረረው መስከረም እያሉ ማላዘን ይቁም የወሎ ህዝብ በረሀብ እየረገፈ በሚገኝበት አማራው ኢኮኖሚው እንዲወድም እየተደረገ ጦርነቱ,1
ከሌላው የኢትዮጵያ ህዝብ ለትግራይ ህዝብ ጠላት ነበርም ነውም ርዝራዥ ሀውዜንን ያስታውሷል,1
መከራን ስቃይ ለዘላለም ዘላለም በሚነደው ሲኦል ጥልቅ ጨለማ ጥልቆች ተባረር ስቃይ ይሰቃይ መከራን,1
ያልተባለህ ትፅፋለህ ካልገባህ ደግሞ የተባለውን መለስ ብለህ እየው ወያኔ አሸባሪ ሳይሆን ቃላት ያጥራል ከአሸባሪም አሸባሪ ሲወሰን እማ እንደተወሰ,1
ኧረ ቤተሰቡን እንዳይገዘግዝ,1
ኢትዮጵያዬ እንኳን ደስ አለሽ ቀነኒሳ አንበሳ ባይወዳደርም አዲስ የወለድሻቸው ጀግኖችሽ አኩርተውሻል ሹራ ቂታታ የለንደንማራቶን አሸናፊ ከኛ በሙሉ ኢትዮጵያውያን ሁሌ,0
እንኳን ደህና መጣህ ተጠንቀቅ,0
አጥንቱን የነጠቁት ውሻ ለማስመለስ መጮሁ ትክክል ቁርጡን ሲያውቅ መጮሁን ያቆማል ውድ ታታሪ መሪዎቻችን በብዙ,0
ህወሀት ህዝቡን እያሽበርኩ በዚህ እቀጥላለሁ የሚል ዳግም በተጠናከረ መልኩ የሀይል እርምጃ ይወሰድበታል,0
ሰበር በእልልታ የሚደምቀው የመጀመሪያው ቀብር በመቀሌ የጁንታው ተላላኪዎች ገቢ ተደረጉ ፌደራል ፖሊስ,1
ደንቆሮ ደንቆሮ ህዝብህ እየረገፈ ባእድ አገር ባአል ትቆረቆራለህ ሰይጣን ቁራጭ,1
ዶማ የሚያሳዝነው የትግራይና የሀገራችን ትውልድ ለናንተ አይነቱ ውሻ ብሎ መሞቱና አካሉን ማጣቱ የሚያሳዝነው,1
በአንድ ኦሮሚያን ምሁርና ወጣት አልባ ለማድርግ እየሰሩ ሀገር ማጥፋት ወንጀል ይቆጠራል,1
ጌታቸው ረዳና አክቲቪስቶቹ ቡርካ ሲገቡ ሚሌ ምሳ እንበላለን አሉ የመከላከያ ሰራዊትና የአፋር ልዩ ሀይል ምሳ ያደረገው እንኳን ወደዛ ለመሄድ በደረሱበት ቦታ,0
ይላል አንብብልኛ,0
አውሮፓ ቢሆን ኖሮ በያንዳንዷ ሳ ሪፈንድ ለድሬ ሽርሽር ብስክሌት በገዛህበት,0
አንተም ክፉ ነበርክ ክፉ አዘዘብህ አንደ ገና ዳቦ እሳት ነደደብህ የምንልበት ቀን ሩቅ ሰይደለም,1
ይህንን በአለም ቋንቋዎች እንለዋለን ህወሀት ይወድማል ኢትዮጵያ ታቸንፋለች,1
ትህነግ ከትጥቅ ትግል ጀምሮ የራሳቸውን ጏደኞች እየገደሉህዝብ ተድብቀው በሀሰት መረጃ ህዝብን እያስደበደቡበስልጣን ሆነውም ቦንብ እያፈነዱ ተቃዋሚዎች አፈነዱ እያሉ የመጡ,1
አሸባሪዎች እማይነካውን ሰሜን እዝ የደፈሩ ምንም ለማረግ አይመለሱም በከተማ,1
እራሱ የክልሉ መንግስት አይደል ጭፍጨፋውን የሚመራው ለዚህም ባወጣው መግለጫ አረጋግጧል,1
የዚህን ግፍ መጨረሻ ማየት የሚችል የብልፅግና ኦነግ ሸኔ አባል ሊኖር አይችልም ተጠራርገው የግፋቸውን ፅዋ ይጨልጣሉና የአውሬዎች የጨካኞች የፈርኦኖች,1
በጧቱ ያስገቡኝ በጌታ,0
ስለሰብአዊ መብት መከበር ጥብቅና መቆምና አገሪቱን ለመበታተን ከሚያሴሩ ቅጥረኞች ማበር ሁለቱ ነገሮች ሁሌም የመጀመርያውን እመርጣለሁ,0
በአጠገባችን ስታልፉ ዞረን የምናየው ፀጉራችሁን ሲሆን ረጅም መጨረሻውን ለማየት ስንል በዛውም ነገር ለማየት እንገደዳለን,0
ድንጋይ አንተስ ለምን መጥተህ አትገጥምም ሰላም የሚባል የማታውቁ ቅማላሞች ደግሞ ስለሰላም ስታወሩ አታፍሩም,1
መሀል ሀገር ተቀምጦ ጁንታው ድጋፍ የሚያደረግ ቅጥረኛ ካለ ለማስወገድ መንግስትን አንጠብቅም በሚገባቸው ይነገራቸዋል,1
አብዛኛው የወያኔ ደጋፊዎች ወያኔ ካነጣጠረች አትስትም ቢሉም ወያኔ ያነጣጠረችውን ሳይሆን አቅሏንም መሳቷን የተገነዘቡ አይመስሉም,1
ውሸታም ሌባ ቆሻሻ ሀገራችን ይላል ደግሞ ደደብ,1
ሰው ጥራልኝ ቢሉት እራሱ መጣ ኢትዮጵያ ካልጠፋ ጨዋ ህዝብ ይህንን ሆዳም አጋስስ ውሸታም ከሀዲ ለምስክርነት የማይበቃ የተዋረደ የዘቀጠ ተላላኪ የብ,1
የሀይላንድ ትውልድ ነሽ እኮ በሀይላንድ ዘመን እንግዳ,0
ጦርነቱም አብቅቷል ህውሀት ተደምስሷል ተብሎ ከታወጀ የባእድ አገር አረመኔ ሰራዊትን ያሳተፈ ጭፍጨፋ ዘረፋ ይሆን ተጠያቂው,1
በጌታቸው ረዳ ሰፊ አፍ የምእራብ ሚዲያ የሚናድ የቁልቋል ካብ ባቻ ጌታቸው ረዳ ጅል መሮን ማስተናገድ ለአገር ሰላም አያመጣም,1
ወታደሮች ከግንኙነት ውጪ ሆነው እንዲገደሉ ብሄራቸው ተለይቶ እንዲጨፈጨፉ የተባበሩ ያደረጉ የወታደር አመራሮች በመደበኛ _ፍርድ_ቤት የሚዳኙት ለምን ይሆን ዘር ማጥፋት የፈፀመ ሀገር የካ,0
የሚልዮኖችን የአማራ ደም የጠጣው ጁንታው ህወሀት የእጁን ሳያገኝ ማለት የለም,1
ገገማ አጭበርብሮ ስልጣን የተቆጣጠረን አስመሳይ ወንጌል ማህበር የአብይ ሀይማኖት አባላት የሚሉትን አንብቡ የደንቆሮዎች ማህበር ብዬአቸዋለው,1
ከዛሁሉ አጀባና ዘመናዊ ቤት ሶፋ መኪና ምግብ ውስኪ ቀርቶ ጉድጎድ ሀሀሀሀ ሞት በቁም መሞት አቤት ደስታዬ ፀጉሬን ያቆመው እንዳትሉ ድሞ በቃ በደስታ ፀጉሬ ቆሟል,1
ደንቆሮ ገባህ አልገባህ አገባን ለምን ገደል አትገባ,1
ጌታ የተወለደው የሰውን ልጅ ለማዳን ለማዳን ሰዎች እኩል,0
አንተም እኮ ወያኔ በሚከፍልክ መጠን ኮምፒውተር ስር ተወሽቀህ የምትፅፈው ልቡማ ቢኖርህ ሄደህ ጓዶችህኖ ትረዳ ገና እያንዳንዷ ተለቅማ ትገባታለች ከሀዲ,1
የታላቁ የእስክንድርንና የኢትዮጵያ የነገስታቱን እየለጠፋ አማራ መስለው በተለይ የነፃነት ታጋዩን የእስክንድርን የሚደግፉ መስለው አሳሳች የተዛባ መልእክት,1
ከምፈልጋቸው መሰረታዊ ነገሮች አንዱ በፈጣሪ በቤተሰቦቼና በጓደኞቼ ድጋፍ እውን ሁኗል ሁሌም ተመስገን,0
መታወቂያህን አሳድሰህ ለምርጫ ተዘጋጅ አብን መምረጥ ይገባሀል ዳግም ለበላተኛ እድልህን አሳልፈህ አትስጥ አብንን ካልመረጥህ ደግሞ,1
የመንግሰት ተቀዳሚ ተግባር ህዝብ በባዶ እጁ አፍንጫው የታጠቀን በመቶ ሺህ የሚቆጠር ወራሪ የሚጠብቀው ቦታ,0
ሰውዬው ይድናል ሲድን ጉራውን አንችልም ብዬ አልነበረም,1
ቀላል መከላከያ መብረቃዊ ጥቃት እንዲኖራቸው,1
በሎም ለብልበው ይሄንን ባንዳ አፋር ጀግና,1
የህወሀት ተላላኪዎች የተባሉ ሰዎች በቁጥጥር ስር መዋላቸው ተነገረ,0
አካብደን አስቁመን ቢሆን መልካም አሁንም በድንበር እያለፉ ያጣን ሆንንበዚህ ደሞ የመጀመሪያ ተጎጂዎ በገጠር ያሉ ሴቶች ይሆናሉ,0
ደደብ ዘገምተኛ አማራ ከቅናት ታውቁና ሚሊዮን አማራ ሰው በዶዘር ሲቀበር መትክል ተፈናቅሎ ሲቸገር ጎንደር ደግሶ ከመጨፈር,1
ወያኔ ደግሞ በዚህ ብቅ አልሽ,0
ኤርትራም በትንሹ ክፍለጦር የኮማዶ ብርጌድ ብርጌድ ከሺ ወታደር ጦር ሺ የሻብያ ወታደሮችን አሰማርታለች በድምር በአብይ አህመድና በሻቢያ ወራሪ,0
ስልክ ነገር ያስመልጣል የብር መንገድ ታክሲ ስልክህ ተተክለህ መውረጃህ ደርሶ ቀና ስትል ካጠገብህ የኪልዮፓትራ ዝርያ የሆነች ቆንጆ ቁጭ ብላለች,0
ሀገር ይብራራ አውሮፓ እንኳን ሀገር እንሁን አላሉም እሄ ክፍት ድንበር የመገበያያ ገንዘብ እየተጠቀሙ ነገር የኛ,0
የትግራይ ህዝብ ሆይ የትግራይ ህዝብ ሆይ የምትኮራበትን ኢትዮጵያዊነትህን ህወሀቶች ሊቀሙህ አገር አልባ ሊያደርጉህ ሲሞክሩ አትቀበል አገር,1
ቀለል አማርኛ አማራዎች ተባብረው የትግራይ የኦሮሞን ህዝብ አሸባሪዎች ብለው ሰየሙ በዝህ ድርጊታቸው የምፀፀቱበት ጊዜ ሩቅ,1
ስትፈልግ ሚሊየን ገደልን ማለት ትችላለህ ቁም ነገሩ ዋናው አውሬ ተይዟል ድራግ ነጋዴ ልጁም ተገድሏል የቀበረውም ገንዘብ ፈ,1
እረ የጠላት ጆሮ ስማ,0
ይሄ ሰውየ ምርኮኛ ሰላማዊ ሰው ሆን ተብሎ ተደብድቦ ተገለዎል ቆስለዋል ስለዚ ወንጀለኛም ጭምር የመ,1
ነህ ያለከው ጥያቄዬ,0
በመጨረሻም ሰሚ አግኝታችኋል,0
ደፂ ቱልቱላው ጌች ካልተያዙ ሰበር ዜናው ሙሉ አይሆንም,1
ጥያቄ ኦሮምያ አሰልጥኖ የሚቀልበው ልዩ ሀይል የማንን ጎፈሬ ሊያበጥር ማነው የዚህ ሴራ ባለቤት መንግስት ባዩ አይመስልህም,1
አለሽ ኢሳትን ማዳን ያልቻለ ኢትዮጵያዊነት የውሸት መሆኑ ግልፅ የመጨረሻው ጩኸት ዘረኛ ብሎ መክሰስ የአቅመ ቢስ ነገር በድጋሚ መለስ ዜናዊና ኢሳት እንኳን ሞቱ,1
አንተም ደህና እድር ቸር ወሬ ያሰማን,0
ጠቅላይ ሚንስትር የየቀን ሪፖርትና ሳምንታዊ እቅድና አፈፃፀም ግምገማ ያስፈልጋል ከፍተኛ የባለሙያ ድጋፍ ያስፈልጋቸዋል በሚዲያ ክፍተት አለ ለመቀስቀስ,0
እውነት መልካም,0
በትግራይ ሚድያ እየታየ ምግብ ለወያኔ ጎጀሌውች እየተዋጣ,1
በዚህ ዜና ልቡ ያልተሰበረ የለም ደሞ ከማንም ቀድሞ ሲያወግዝ የህወሀት ካድሬ እስከሚባል የተቃወመው ከሁላችን ቃል,1
እናቴ አውነት ብቻዬን ባይሆንማ አንዴ በኢትዮኤርትራ ግዜ በወያኔ ተብዬ ጦርነት የነፃነት ዘመን,1
አባ መቻል እንኳን አብሮ አደረሰን የበጣጠስከው ሴራ የትየለሌ ብዛቱንና ውስብስብነቱን ማሰብ ያደክማል አምላክ ላይጠግን አይሰብርምና የትህነ,0
ታያለህ አቢይ አህመድ የተደገሰለት ሴራ የሚቀርለት መስሎት ለአማራ ጥሎ ኪሎ እየፈረጠጠ አማራ የማንንም እርዳታ ሳይፈልግ ትናንቱ ጠላቶቹን ገጥሞ ያሸንፋልየ,1
አቢቹ ሰአትና ሰአት ያለዉ እዛ ሰፈር ሰአት ሰአት,1
መንበርከክ የሚባል ነገር ትግራይ መዝገበ ቃላት የለም አይኖርምም ጌቾ ረመፅ,0
ጥቅምት ቀን የሚከበሩ አመታዊ የቅዱሳን በአላት ቅዱስ ሉቃስ ወንጌላዊ ሀዋርያ ቅዱስ ሲላስ አረጋዊ የቅዱስ ሉቃስ ረድእ ቅዱስ ታኦፊላ ሰማእታት የቅዱ,0
አንቺው እንደጀመርሽ ደርድሪው በኔ እእ እናቴ እህቴ ሚስቴ ለወደፊት የምትመጣዋ ልጄ ለእናንተ ክብር ስል እነዚ ቅር እንዲላቸው አልፈልግም,0
ከናንተ እንካን ጥሩ አንጠብቅም ሰው ከሆንክ ሰብአዊነት ካለህ ድምፅ እንካን ባትሆነን አፍህ,1
አማራ ነን በተአምር ገላችሁ አትጨርሱንም ለዚህም ወንጀላችሁ በሀይለኛው ትከፍላላችሁ አመትም ሊፈጅ ትከፍሏታላች,1
