text,label
የጄፈሪ ኤፕስተን ተባባሪ በ28.5 ሚሊዮን ዶላር ዋስ እንድትወጣ ጠየቀች - BBC News አማርኛ - -,0
ህግ ካለ መንግስቱም ህወሀትም ኦነግም ለህግ መቅረብ አለባቸው:ይቅርታ የሚለውን እቃቃ እንደ ሀገር ይከፍለናል እንጂ አንድ አያደርገንም: እኛ እንደህዝብ አብረን ቆመን ለፍትህ መታገል,0
ኢትዮጵያ ውስጥ ሆኖ ወያኔን መደገፍ ከስራ መባረ ብቻ ሳይሆን በሞት ሊቀጣ ይገባል !,1
ምነው እንድህ ዓለምን በትህነግ ቁጥጥር ስር ካላደረግን አላችሁ? ልካችሁን እንዳታውቁ ያጨማለቋችሁ እነ  ናቸው። መስሏችኋል። ነገ እነሱም ይተዉአችኋል።,1
ሰው ገድለው እንኳን የማይረኩ አውሬዎች!,1
ለኮሮና የታወጀው ሀገር አቀፍ የምልጃ ፀሎት ለዚህ አረመኔያዊ ድርጊት አስፈፃሚ እና ተሳታፊዎች እንዲሁም አይተው እንዳላዩ ለደነዘዙ ሁሉ ቢታወጅ ይሻላል።,1
የህወሓት ቅምጥል ልጆችን እና ፈረንጅ ቅጥረኞችን ዳያስፖራው ልክ እያስገባልኝ ነው! ይቀጥላል! እንከፉ ኦነግም አልቀረለት! #ChildrenNotSoldiers,1
ድመት ውስጥ ውስጡን አውሬ ናት ይባላል ግን ድመት እወዳለሁ ??,0
አነተም አለእ አሮሞ አሰዳቢ ናትናኤል ንፁ ኦሮሞ ነው ግን እነዳነተ ከበቱ አየደለም የራሳቸው ሰወች ሥልጣን ይዘው የምትመቀኙ አተላዎች ናቸዉ,1
አይዞኝ ወገኔ ሁሉም ያልፋል:: በ21 ኛው ክፍለ ዘመን አለመግባባትን በጦርነትና በመገዳደል የሚፈቱ ደንቆሮዎች ዘመን ተፈጥረናል::,0
ወታደሮችህ መሳሪያ ያልያዘ ዜጋ ገድለው ይዝናናሉ አንተ ደሞ አስጦብያን እያፈረስክ ትንዘባዘባለህ። ድንቁርናን እንደ ውሀ የተጋትክ አረመኔ!,1
ያንተስ ፔሮል መቼ ነው የሚዘጋው ያለበቂ ማስረጃ ትፅፍና እራስህን አጃጅል,1
Reyot - ርዕዮት ዜና መጽሔት: ሾልኮ የወጣው ጭፍጨፋ ማስፈጸሚያ ምስጢራዊ ሰነድ . | ኢትዮጵያ በእሳት . via ,1
እንዳንቺ ያለ እህት የለውም በገንዘብዋ የምትበዳ የሸርሙጣ ልጅ የትግራይ ህዝብ ቀራቢ ና የቆራቢ ልጅ ነዉ,1
ተንደባለሉ አልተንደባለሉ የሚመጣ ለውጥ አይኖርም። በአማራ እና አፋር ደም መቀለድ ነው የያዙት። የአረመኔው የትግሬ ወራሪን እዛው በመጣበት ተቀጥቅጦ ደደቢት ሲመለስ,1
ተዘጋጅ ህዝበ ክርስቲያን ቀሲስ በላይ በጭኮ ሊያስቆርብህ ነው። በቀሲስ በላይ ወንጌልም አይሁድ ጌታን የሸጠው በ 40/60 ወረፋ ነው።,1
በጣም የሚገርመው ኦነግ ሳይሆን ኦነግ ሸኔ ነው የኢትዮጵያ ጠላት?,1
የማረካችሁት መሳሪያ ሁሉ የናንተ ነው ብለዋቸው አልነበረ እንዴ? ለምን ክላሽ ብቻ ተሸለምኩ: የማረኳቸው15 ጁንታዎች ይዘውት የነበረ 15 መሳሪያ+የተደመሰስኳቸቸ,1
አሸናፊነትን ተቀዳጅቶ ያገር መሪ ለመሆን በሚደረግ ፍሚያ ውስጥ እንዲህ ያለ ግንኙነት መታየቱ እጅግ ደስ የሚልና ሀገርን ያስቀደመ መሆኑንም ነው የሚነግረን,0
ግዜው ይርዘም እንጂ አህያም የጅብናት!!! ይችህ ጥቅስ ተመችታኝ ነው!!!,1
ለመላው ኢትዮጵያዊያን ሁሉ! እኛ በከፈትነው በር ጅብ ገብቶ እንዳይበላን በራችንን እንዝጋ። ሠላማችንን እንጠብቅ! ውስጣዊ አንድነታችን ጠንካራ ከሆነ የውጪውን ጠላት መመከት ቀላል ነውና።,0
አከባቢያችንን ለመንከባከብ የሚጠቅሙ ቁሳቁሶችን ለተለያዩ ትምሕርት ቤቶች በእርዳታ መልክ አበርክቶላቸዋል,0
ለመላው የኢትዮጲያ የክርስትና ተከታዮች በሙሉ እንኳን ለጌታችን ለመደሀኒታችን ለእየሱስ ክርስቶስ የትንሳኤ በዓል አደረሳቹሁ እንሆ እንደተናገረ እየሱስ ተነስቷል,0
ያውም የእርዳታውን 60 ከመቶ የምናወጣው እኛ ሆነን እንደው የወሬውን ጊዜ ድብን አድርገን ሠርተንበት ቢሆን ነበራ!!ሌባና ነጫጭባዎቹ ባንዳዎቹ መች ያሠሩና በጎጥና በወሬ አደንዝዘውን,1
ለምን ርዕዮት ሚዲያ ላይ እንዲጋብዝህ አናረግም? ??,0
በቃ ፀረ ምናምን ብለው ሊሰበስቡን ነዋ,1
የምርጫ ካርድ ላወጣችሁ የግድ አንዱን መምረጥ ስላለባችሁ ከአፍታ ቆይታ በኋላ የምርጫ ቅስቀሳና ድጋፍ እናደርጋለን። ያው የእኔ ምርጫ የታወቀ ነው.,0
12/21 ?? ከግድቡ በላይ ውሃን ስለመጠቀም ግብጽና ሱዳን ከግድቡ በላይ ባለው ተፋሰስ ስለሚሰሩ የውሃ ልማት ሥራዎች በቅድሚያ ኢትዮጵያ እንድትገልጽላቸው ደጋግመው ይጠይቃሉ። ይህንንም እንደ መብት ያነሳሉ።,0
በጣም ልክ ነሽ,0
እኔ እምለው በአየር የተመታ የእህል ክምር እንዲህ የክምር ቅርፁን ጠብቆ የሚቃጠል ከአለም የትግራይ ብቻ ነው።ክምሩ የብረት እንኩዋን ቢሆን ብትንትኑ መውጣቱ አይቀርም።ዘረ ውሸታም ሁላ,1
.ባይበላስ ቢቀር . ቲሽ! እንደ #ትህነግ ማፍያዎች ከመኖር ድህነት በስንት ጣዕሙ! ያክ! ሕይወት አንዴ ናት-ለህሊና ኖሮ ከነህሊና መሞት! Anyway dear,1
እስቲ አንድ ማስረጃ አቅርብ ?,1
አረብ ሊግ ቢሰበሰብ፣ ግብፅና ሱዳን ጦርነት ቢለማመዱ ኬኒያ በኢትዮጵያ ላይ ብታቃጥር ኣሜሪካ ብትፈትል፣አልሲሲ ቢፎክር ትራፖ ቢተረተር፣ፈረንሳይ ብትወላውል ለንደን ለወያኔ ብታዝን ሱ,1
ጉራና ቀረርቶ የናንተ መሆኑ እናውቃለን ጉራ ብቻ,1
ሚእኛ የሸዋዎቹን/ቱለማን ፀጉራችንን ቆርጦ አስገብሮናል ፤ ይሄኔ ቁጥር 1 ራስታ እኛ ነበርን ፤ ቢሆንም ለመታሰቢያነት አዲስ አበባ ላይ ፀጉር ቤት በፀጉር ቤት አድርገዋታል,1
ባንዳነታቹ ከድሮም ጀምሮ እንደሆነ እናካለን,1
ቤትዬ፣ እንኳን ለኢትዮጵያ ተወለድሺላት!,0
አብይ ስልጣን የወጣው ያንተን አሮጊቶች አባረንለት ነውኮ።እሱም ካጠፋ እንቆጣዋለን:ከዚህም ካለፈ እናወርደዋለን።ከዚ በኋላ አምባገነን መሪ አይኖረንም አታስብ።,1
ጥሩ ነው ግን ደሞ ዳመናው የኦሮሞ ነው ለምን ኣማራ ዘነበ ተብሎ ጸብ እንዳይመጣ የኢትዮጵያ ፖለቲከኛ በኣለም የሌለ ነው,0
ይሄ ሰውየ ምንድን ነው ሚቅመው ግን? እንደዚ ህዝቡን ሁሉ ጅል አርጎ ሚያሳየው ነገር አልገባኝም! ሆድ አደር ባንዳ!!,1
ሳባቸውን በደንብ ተጠቅመውበት ነው የመጡት ለነገር ሰማይ ቤት የለ የሳቸውን ደግም እሳቸው አለልኩትም የእሱን ሳባ የሚበላ አቤት የነሱን መጨረሻ ያሳየኝ ????,1
ለምን ፕሮቴስቱ በረሀብ አድማ አይደረግም?,0
ደሞ ፉከራው ቀጥሏል አሁንም ጥቃቱን እንቀጥላለን ኤርትራንም ጨምሮ ጎንደርንም ትንሽም አያፍርም ሆዳም ጅል በጣም ያሳፍራል በዚ ልክ ሀገርን መጥላት በፈጣሪ መጠላት ነዉ፡፡,1
አሁን ዋናው ጥያቄ ኢትዬጵያ ሀገራችን አለመገዛቷን እና ነፃነቷን ዳግም ታስመሰክራለች ወይስ ለአሜሪካ ትንበረከካለች,1
የትግራይ ተዋጊ ኃይሎች አዛዥ ለትግራይ ክልል ግጭት ፖለቲካዊ መፍትኄእንዲሰጥ ጠየቁ #አዲስ_ዜና #AddisZena #Ethiopia,0
በዚህ አያያዙ ኮ/ል መንግስቱ ሀ/ማርያምንም እንዳይጠራው????,0
የት ነው ያለው አሁን ይሄ የውሻ ልጅ? ልጆች ሚስትስ አለው ወይ?,1
ደርግን:ሻቢያን:ኦብነግን:ኦነግን ጠይቅ.ከከሀዲውወያኔ ጋር መደራደር ማለት ምን ማለት እንደሆነ ይነግሩሀል:: 1983/84 30ሺ የኦነግ ጦር ተደራድሮ ካንፕ ካስገባ በሗል ያንሁሉ,1
የገዛ ሴራቸው ስራቸውን ይነቅላል ። ኢትዮጲያ ታሸንፋለች ።,0
እንዳይመጣ ማድረግም ይቻላል!,0
ቅድሚያ ለሚሰጠው ነገር ቅድሚያ ሳይሰጡ ባቴለ መሆን ስከታማ አያደርግም። ባቴለ ለመሆን መሞከሪ ጥሩ ነው ግን ትክክል መሆኑን ፈጽሞ አንዘንጋ።,0
እንደአህያ ለቀን ስራ ወልቃይት ገብተህ እንደውሻ የእኔ ነው የምትሉ ለማኝ ህዝቦች,1
አብርሀም በላይነህ ቆምጬ ነው።,1
የወያኔን ቆሻሻ ስራ በማስረጃ ያጋለጠ እውነተኛ ጋዜጠኛ ነው!! ክብር ይገባዋል!!!,1
አብይ ሆይ ጁንታ ብሎ መቀናነስ የለም አረመኔ ህወሓት በል!።,1
ይቀራል ብለህ ተጠራጠርክ እንዴ? ፈሳም ከነገ ኣይበልጥም።የማን እናት ተደፍራ የማን ትቀራለች!የማንስ ተዘርፎ የማን ይቀራልን,1
ቋሚ መልክ አለው እንዴ እሱ?,0
ታሊባኖች ለመጀመሪያው የምዕራቡ አለም ማፍያ ወረራ ያጋለጣቸውን ህግ ደገሙት . ካሁን በኋላ አፍጋኒስታን ውስጥ ፖፒ የሚባል ዕፅ ማብቀል ክልክል ነው።,0
አንተ እቤትህ ቁጭ ብለህ ስለኛ ቤት መቀጣል ማውራት ያምረሃል ሸኔ የሚባለው የውሎ ኦሮሞ ከሆነ አዎ እኔም ቤተሰቦቼም ሁሉም የወሎ ኦሮሞ ሸኔ ነው አላህ እንደ ጀመረ ይጨርስህና,1
የኢዴፓ የሽግግር መንግሥት ምስረታ ጥሪ,0
ስለ ወ/ሮ ሙፈሪያት ትክክለኛ መረጃ! - ኤርትራ-ሕወሓትን አስጠነቀቀች! - ሱዳን፦ እየቆመረች?ወይስ እየሸመገለች? ሌ . via ,0
2 በዚ የሚሳለቅ ካለ ዘረኝነት ያሰከረው መሀይምነት የፀናበት ማገናዘብ የማይችል እንስሳ ነው።,1
ጁንታ ነን ለህዝባችን ህልውና የዘመትን በአገራችን በቀያችን አንገት አንድፍም ያልን:: #Ethiopia,0
ሰዎችን በማጋደልና ወገንን በማቁውዋስል የድድብናውን ሰርተፊኬት ካደባባይ ይቀበላል። ደደብ ጭንቅላት ፍቅርን እንዲሰብክ ብትልከው ጥላቻን ዘርቶ ይመለሳል። መተሳሰብንና አንተ ትብስ አን,0
ዳርም የለሽ እኔ ካድሬ አይደለውም። በኢኮኖሚ እራሱን በራሱ ማስተዳደር ያልቻለ የክልል መንግሥት ተብዬ ልምሻ ሁላ በፖለቲካ እራስን በራስ ማስተዳደር ምና,0
ይሄ ሰውዬ እኮ የታሪክ አተላ ነው !,1
ላንቺማ ቀለበት?? ብቻ በቂ አይመስለኝም የሆነ ዩኒፎርም ነገር ላዘጋጅልሽ እንጂ,0
የሆነስ ሆነና መቼም እነዚህ ድንጋይ ማምረቻ ተቋማት የደሀ ልጅ እርስ በራሱ እንዳይገዳደል ምን ታስቧል?ይሄ ደደብ ትውልድ እኛ 1 ሆ,1
ከዘመነ ቀን ጅብ ወደ ዘመነ ጁንታ ወይ ግዜ ! እንዴት ይሮጣል Abo!,1
ችግሩ እሱ አደል:: መንጋዎቹን ማሳመን ይክብዳል ከዚህ በሗላ??,1
ታህሳስ 08/2013 ዓ.ም 16 ተጨማሪ ሰዎች በኮቪድ-19 የተያዙ ሲሆን 9 ሰዎች ደግሞ ማገገማቸው ተረጋግጧል 9 ሰዎች መካከል ከጉራጌ 5፣ ከሐዲያ 2፣ ከጋሞ 1 እና ከስልጤ,0
ነገር አታሻፉ !ይህ አስተዋይ ህዝብ በመንጋ አይነሳም ሰኔ 15 መሪወቹን ባንድ ምሽት ባጣበት ወቅት ለራሱም ሆነ ለሀገር ዘብ መቆምን ጠንቅቆ ያውቃል ።በዚሁ አሳ,0
ባለፈው አብይ አህመድ የፈጨው ዱቄት ሽርክት ስለሆነ አሁን ግን ጁንታውን በደንብ ዱቄት አርገነዋል እያለ ነው ብርሃኑ ጁላ። ?? እንደዚህ አይነት ግለሰቦች በዘራቹ አይፈጠሩ።??,1
አሉላ.ቅሌታሙ ሚሊየን ጊዜ ስለ አማራ በጥላቻ መንፈስ እንደ ቆርቆሮ ብትጮህ የሚሰማህ የለም። አተላ ዘር ማንዘርህ የአማራን ልእልና አያውቀውም.እንዲያውም ልንገርክ ሁሉም የትግ,1
ወያኔ ?? ከአማራ እስከ ሶማሌ ከኤርትራ እስከ ኤርታኣሌ ከኮንሶ እስከ ሻኪሶ እንዴት ይዘልቀዋል ከሁሉ ተናክሶ ?? #EthiopiaPrevails,1
አፋር በራህሌ ግምባር የህወሓትሽብር ቡድን አባላት እና በርካታ የጦር መሳሪያዎች ተማርከዋል፡፡ ከተማረኩ የጦር መሳሪያዎች መካከልም ብሬን፣ ክላሽንኮቭ፣ የጦር ሜዳ መነጸር,0
??በአዳነች ውበት ተማርከን የኮንዶሚነየሙን ነገር እንድንረሳ የሚደረገው ሴራ ይቁም! ??በዚህ ከቀጠለች በቅርቡ Q e n D G l ምናምን የሚል የinstagram አካውንት ትከፍታለች,1
ስዩም አለቆቹ የሚወዱትን ይወዳል፣ የሚጠሉትን ይጠላል። እሱ የሚናገረው በሙሉ አለቆቹ ሹክ ያሉትን ነው። ከመስመር ወጣ ካለ ደግሞ አምቡላንስ ልከው እንደሚሆን ያደርጋሉ።,1
የኢትዮጵያ ጠባቂ ኣዎ ኣይተኛም እንዴት እንቅልፍ ይውሰደው ከ#TDF ሲፈረጥጥ ነው ለሊቱ ምያነጋው:: ጅልጥ ሁላ !,1
ምርጫችን ፡ - ኢትዮጵያን ጠላት ሆነዋት በግልጽ የሚወጓትንም ሆነ በጊዜያዊ ችግሮቿ ተቆጥተው ያገርን ሠርዶ፣ በፈረንጅ በሬያሉ፤ በግብ ስለማይለያዩ ደምሮ መታገል፣ ምርጫውን ማካሄድ,0
ኢንጅነር ስመኘውን ማን ያስታውሰው? ልጆቹንስ ማን ያስታውሳቸው? የሰሩ እጆችን በግፍ ገድላቹህ፣ ሴረኛውን የምታነግሱ ነውረኞች።,1
መስመር እየከፈታችው ከተማ እያስወርራችው ፍከራው ምንድነው የናተ ነገር ግራ ገባን እኮ ሕዝብ አታስፈጁ ድሮ ደርግም እንዲህ ነበር ሲሆን የነበርው ።,1
ብልህ ሰው ክፉን አይቶ ይሸሸጋል አላዋቂዎች ግን አልፈው ይጐዳሉ። ምሳ 27: 12 በማስተዋል እንድንመላለስ ጌታ ሆይ አስተዋይ ልቦና የሚመረምር መንፈስን በውስጣችን አብዛ::,0
ሞቅ ያለው ሰካራም be like : ተቀበል . ይናከሳል እንጂ አይዋጋም ጉንዳን የፈረንሳይ ዋና ከተማ እንደምነሽ ሱዳን ??,0
የአገሬ ልጆች እንካን ደስ አለን አውሬው ዛሬ ሽንፈቱ ታውጃል የእኛን ግድብ ሳያፈነዳ እራሱ ፈንድታል።,1
ሁሉንም የምስለዜናን ሶሻል ሚዲያ ሊንኮች ለማግኘት ይህንን ይጫኑ ??,0
ምርጫ ቦርድ በብልፅግና/ኦህዴድ ተጠልፏል። መሪዋ እንዲህ መዝቀጧ ያሳዝናል። ትንሽ ሥጋ እንደ መርፌ ትወጋ ነው ነገሩ??። ተስፋ የሌለው ምድር። ጌታ ያስበን ??,1
ለናትህ ዕምስ ንገር ካሁን በኃላ ነፍጠኛ ኦሮምያ ውስጥ ቦታ የለቹም። ቅዘንና ነፍጠኛ ጠረናቸው 1 ነወ።,1
ስልጣን የያዘው ወያኔ ተንፍስዋል አሁን ጥጋብ ቁንጣንብሊሆንበት የዳዳውን የኦዴፒ ብልፅግና እግዚአብሄር ይጥረግልን። በማሱት ጉድጉዋድ ይክተታቸው። የህዝቡን ደም ልጃቸው ይጠይቅ። ለነሱ,1
3:ምርጫው በሰላም ተጠናቆ ግድቡም ተሞልቶ ሃገራችን ወዳሰበችው ከፍታ ትደርሳለች:: #ምረጥኢትዮጰያ #VoteEthiopia #FillTheDam,0
የሰይጣን ዘር ናቸው ኣረሚን,1
Watch የአቦይ ስብሀት ልጅ ተገድሏልጀኔራል ባጫ፣ካርቱም የተገኘችው የድምፀ ወያኔ ጋዜጠኛ አሳዛኝ ታሪክ፣በድሮን ያልተገኙትን በሚሊዮን ፍለጋ|EF on YouTube,0
እኔ ዝንብ ከሆንኩ አንተ ጥንብ ነህ ማለት ነው,1
#አህመዲን_ጀበል የብሔር እና ሃይማኖት ፅንፈኝነትን አንድ ላይ አደባልቆ በጥላቻና የበታችነት ስሜት ያበደ ነው . ይህ ሰው ተቀዳሚ ሃጂ ሙፍቲን #ነፍጠኛ እና ወሮበላ ብሎ የሚሳደብበትን,1
ይሄ ቦርጫም ሸረረሪት ልስበክ ብሎ ሰፈር ሲረብሽ ነበር ። ይቺ ማፈሪያ የሆነች ለገር የመንገድ ላይ ስብከት ምን የሚሉት ነው,1
ሎሽንና ዲኦድራንት የምትጠቀሙ ወንዶች በስሱ አድርጉት ታክሲ ውስጥ ትረብሻላችሁ ኡፍ,1
ለስድብ አስበሽ ካልሆነ ጥሩ ምንም ችግር የለም:: ለማንኛውም አላስፍላጊ የእርስበርስ ጦርንት አገራችን ላይ ተፈጥሯል:: ለምን,0
አንተ የሽንታም የሌባ ወራሪ ዘር ዓዲ አርቃይ የሚል ቋንቋ አማርኛ አለዲ የዘራፊ ዘር ብስርክም ካ ሱሙ አትቀይረውም ማፍሪያ የሙርኮኛ ዘር እዚ ቦታ የረገፍ,1
ከአጋም የተጠጋ ቁልቋል ሲባል ነው የማውቀው። ከተሳሳትኩ እታረማለሁ። #Ethiopia #Amharic,0
3 000 000 000 16 1 875 000 እያንዳንዱ ህንፃ 100የመኖሪያ ቤት ቢኖረው1 875 000 100 1 875 000 ብር በግምት የ1ቤት ዋጋ 1.5,0
በተለይ አናንተ ለኢትዮጵያ አንድነት ለሉአላውነቷና ለሰንደቅ አላማዋ የቆማችሁ የሶሻል ሚዲያው ሰዎች የጠላትን አፍራሽ ፕሮፓጋንዳ በቀጥታ አያስተላለፋቹ ትልቅ ሰህተት አየሰራችሁ ነውና አቁሙ !!,0
የምር ?? እንዴት እንደምትጋግረው በጣም እያሰብኳት ነው,0
ማሰልጠኛ ገብቶ ሪፍረሸር ኮርስ እየወሰደ ነው።,0
የሞቀ ሰው ከነ አልጋው ተዘጋጅቷል ፤ እዛው ዛፍ አቅፈህ እደር.ግን አልልህም,1
በኛዉ ገንዘብ እኛን ሊወጋ ዓለም አቀፉን ማህበረሰብ ጠይቋል! የኢትዮጵያ ህዝብ ግን ወያኔ በህይወት እያለ ከኢትዮጵያ ሰርቆ ወደ ውጭ ያሸሸዉ ከ110 ቢሊዬን ዶላር በላይ ሀብት እንዲመ,1
አታላይ እንደ አስቆርታዊ ይሁዳ በምላስህ ህዝብን እያስጨፈጨፍክህ ያለ ዲያብሎስ ሩኩስ በዝሙት ያለጋብቻ የተወለድክህ ዲቃላ ነህ የዲቃላ ውጤቱ ያንተ ስራ ነው,1
ኢትዮጽያ የጨካኞች፣ የፋሽስቶች አገር በውሽት አንድነትና እድሀሪ ብሄራዊተኝነት ስም በፋሽስትነታቸው የሚኮሩ ዜጎች አገር ሆናለች,1
ትግራይ አንተ ትወለድበት ይሆናል እንጂ የኛም አገር ነው፡፡ ኤርትራም የኛ ነበረ፡፡ ሻዕብያን እሽኮኮ ብላችሁ እንዳላስገባችሁት አሁን ኤርትራን የጠራ የማርያም ጠላት ነ,1
የቀድሞው የኢህአዴግ ውታፍ ነቀይ የዋቅጅራው ልጅ #አቡነ_ካድሬቲዮስ??????,1
ለዚህ ሁሉ ተጠያቂ ማን ነው ??? ማንንስ ምውቀስ አያስፈልግም ምንስ ለማለት አይከብድም 23 ድንበር ሲጠብቅ ሲያስከብርለት የነበረውን የአገር መከለከያን በተኛበት,0
ለሀጫም ትግሬ ዘር ማንዘርህ የሚጠፋበት ዓመት ይሁንልህ አንተ ከብት አውሬ ዘር ፤ ልብማ ሠጦህ ነበር ከሀዲ ባንዳ ዘር ውስጥ ሆነህ ሌላ ልብ ፈለክ እንጂ ፤ ኢ,1
እነዚህ የድሮ ጡረታ መውጣት ያለባቸው ግን ወደ vampire ተቀይረው በየትውልዱ ዋጋ ሲያስከፍሉ የኖሩ አሁንም ያሉ ። በሰው አገር ሲሰደዱ በስደተኛ ስም ምግብ ስለማይጎልባቸው ምሊሳ,1
Bro ተረጋጋ አሁንም ብዙ ችግር ያለባቸው ቀስ እያሉ እየተለዩ የሚመጡ በመንግሥት ውስጥ የሉ ሴረኛ ሰዎች አሉ ዋናው ተከባብረን አንድነታችንን መጠበቅ ነው።,1
አማራ ከሆንክ ብትባረርም ችግር የለውም ነው? ?,0
ቤተ ክርስቲያን እኮ ህንፃ አይደለም ምእመናኑ ነው ምእመናኑ ተገድለዋል አንዳንዱም ሰማእታት ሆነዋል ብትመኙት የማታገኙት እድል . ፈሪሳውያን ማለት እናንተ ናችሁ,1
ግድያው በቤንሻንጉልና በወለጋ በጣም እየበዛ ነው። ነገሩ እጅግ በጣም አስፈሪ ሆኗል። ብዙ ሰዎች ከምርጫ በኋላ ሁሉም ይቆማል ብላችሁ የገመታችሁና እኔ ደግሞ ከምርጫ በኋላ በጣም ይበዛል ብዬ ነበርና አልዋሸሁም።,0
አትለኝም በቁልቋል ያደከው አጋሜው ነህ አንተ?,1
በለው ይህን ሌባ ባንዳ,1
ህዝቡ በሰሜን ግንባር ጁንታውን ሲፋለም ግልገል ጁንታው አዲስ አበባ ላይ የመሬት ዘረፋውን ቀጥሎታል።,1
ተአምር ሊፈጠር ይችላል እንጂ የትግራይን ህዝብ አራት ኪሎ በላው አረመኔ ጨካኝ Ethnic profile Genocide አራማጅ ሊመራ እንደማይችል አስረግጨ እንግራቹዋለሁ ።,1
ምነው ክፉ ሆን? በሰው ሞት እና ችግር እንዴት ሌላው ይደስታል? እንደ ሰው እናስብ።,0
የጦር መሪዎችና ቃል አቀባዮች የአሸባሪውን መልእክት ለመከራከር የሚመስል መግለጫ አይስጡ፣ ይሄን ይሄን አፅድተና፣ ለህዝቡ የመረጋጋት ጥሪ በሚናገረው ቋንቋ ተናግረው ያብቁ! ፕሮፖጋን,1
ፓ!.ኑር ከሴራህ ጋር። ማሰብ ከባድ ስራ ነው ብለው ነበር ፕሮፍ። ወትሮም እንዘጭ እንቦጭ ነው የኛ ነገር። የሚጋጩ ሃሳቦች ተሸክመህ፣ በግራ እግርህ ቀኝህን እ,1
ደስ ያለኝ ነገር፡ የሠራሀው የሀሣብ ቦርድ፡ ለምን እንደምንቃወምና እንደምንደግፍ ሳናውቅ፡ የጥቂቶችን የማህበራዊ ሜዲያ ጩሀት ብዙ ግዜ በዲጂታ ወያኔ የሚመራ ፕሮፓጋንዳ,0
ሀገራችንን ከምዕራባውያን ከጁንታውና ተላላኪዎቹ ካላፀዳን አንተኛም። ለልጆቻችን ምን ልናወርስ በርቱ ዲጂታል ወታደሮቻችን #EthiopiaPrevails,1
የሦስተኛ ሳምንት መርሐ ግብር,0
ውድ ወገኖቻችን፦አብሮ ክፉ ደግ አሳልፎ የኖረን መግደል ከሰውነት መውረድን ብቻ ነው የሚጠይቀው።ዳግም መታመን ግን ጠባሳው ስለማይጠፋ ጊዜ ይወስዳልና ላለመገደል ጥርጣሪያችን ቢበዛ አት,0
ጉራ ፈርዳ ዛሬም እንደትላንቱ . ከመሸ ከቦታው በስልክ እንዳረጋገጥኩት የሸኮ ብሔር አባላት አማራዎችን እያፈናቀሉ ነው፣ 13 ያህል አማራዎች ተገድለዋል፣ ብዙዎች ተፈናቅለዋል።,1
እንደ አንተ አይነቶች ናቸዉ ሀገራችንን እያመሱ ያሉት ደንቆሮች መሀይሞች ጭንቅላታቸው የተመረዘ የጠበበ! አንተ ስለሀገር,1
#Ethiopian ለ6ተኛው ሀገራዊ ምርጫ መልካም ዕድል እመኛለሁ ለመላው የፓለቲካ ተወዳዳሪዎች። #ኢትዮጵያ ታሸንፋለች! #EthiopiaPrevails #Ethiopia,0
የጃዋር ጦርም በመንግስት በጀትእና አሰልጣኝነት ሰልጥኖ ሲያበቃ መሳሪያውን እንደያዘ ኦነግን ተቀላቅሏል የነ ህዝቅኤል ስትራቴጂ በመ,1
የእርስዎ ጥፋቶች አልተረሱም ፡፡ የማይጠፋው የሰይጣን ህብረተሰብ ለኃጢአቶችዎ እንዲቃጠል ያደርግዎታል ፡፡ ዘላለማዊ ጥፋት ከመጋፈጥዎ በፊት ወደ ቀደሙት መንገዶች,0
ቅማንት መሆኑማ መልካም ነው ግን ሰይጣንም ይሆናል የሚፈልገውን ለምልሣካት,1
መጭው ጊዜ የሰላም እና የጤና ዘመን ይሁንልን ! ደግ ደጉን እግዚአብሔር ያሰማን ! ሁሉም ኢትዮጵያዊ አንድ በመሆን የኢትዮጵያ የዉስጥ እና የዉጭ ጠላት የማናይበት ዘመን ይሆን አዲሱ ዓመት አዲሱ ዘመን !,0
መገንባቱ ጥሩ ነው ነገር ግን ከልክ በላይ የሆነ ሀብት አዲስ አበባ ብቻ መፍሰሱ ፍታህዊ ላይሆን ይችላል!!,0
ልጅቷ ግን ሰኞ ለት ተወልዳ አርብ ሳያት ደምሴ እድሜ ያደረሷት ግን 32 እያፈጠኑ ነው አይደል የሚያሳዩን??? #ማፍጠኛውንልቀቁት ??,0
ለምን ይዋሻል ሌባ እንኳን አይደለም ባይሆን አስመሳይ ውሽታም . .,1
በትግራይ ክልል የተከሰተውን የበረሀ አንበጣ ለመከላከል ጊዜያዊ የድጋፍ አሰባሳቢ ኮሚቴ ተቋቋመ,0
ኣንተ ደንቆሮ የባልና ሚስት ችግር መሰለክ እንዴ ኣንተ ጀዝባ ወረዳ ሌባ,1
መፍትሄው አንድ እና እንድ ነው አብይ አስከነ ጀሌውቹ ከስልጣን ተባሮ ሌላ ሀገር ውዳድ ሁሉንም ዜጎችን በአንድ አይን የሚያይ የሽግግር መንግስት መመስረት አለበት አለበልዚያ እንደዚህ,0
የዶክተር አብይን ወደ ኬንያ ጉዞ በጣም ያሳስበኛል !!ለምንስ በአሁኑ ሰዓት ምረቃው አስፈለገ??? ሞያሌ ላይ ብዙ የኦነግ አባላት አሉ። ሞን ያህል እምነት አለን በኬንያ ፀጥታ ሐይል?,1
ምን አልክ አሃዳዊ ስርዓት ናፋቂዉ ለመሆኑ የህዋሃት በዝህ ሀገር ያደረሰዉ ግፍ አፄዉ ካደረሰዉ ግፍ ተመሣሣይ ነዉን?,1
